mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_52465,CC#CC#CC#CC#N,159.6551,0.3771,0.3771,7.3662,130.86,-0.254,-0.0911,0.1628,2674.1664,0.076809,-361.170924,-361.161882,-361.160938,-361.205111,29.965
gdb_118936,COCC1(C)OCC1=O,2.58298,1.12052,1.02175,1.8024,73.17,-0.2492,-0.0281,0.221,1290.2323,0.155418,-460.148151,-460.138133,-460.137189,-460.183801,34.922
gdb_37551,N1C=NC2C3C4OC3C124,4.20037,1.71302,1.46629,2.3304,68.61,-0.2306,0.0091,0.2397,862.4296,0.113444,-416.671383,-416.665018,-416.664074,-416.702078,25.536
gdb_1885,CC1CCC(C)=C1,5.13505,1.89288,1.4927,0.2785,74.16,-0.2244,0.0345,0.2589,885.4255,0.172142,-273.812881,-273.805312,-273.804368,-273.84417,28.538
gdb_112792,CCC1CC(O)C1C=O,1.92714,1.41048,1.00715,2.386,78.84,-0.2432,-0.0205,0.2227,1283.4905,0.180193,-424.222109,-424.212053,-424.211109,-424.258215,36.206
gdb_6985,CC1CCCC1(C)O,2.36147,2.13484,1.52893,1.2741,76.77,-0.2559,0.0688,0.3248,971.6487,0.200264,-350.230115,-350.221142,-350.220197,-350.262938,34.713
gdb_58485,CC(C)C1(O)CC1C#N,2.22169,1.29835,1.06592,3.2537,79.96,-0.2656,0.0295,0.2951,1235.6989,0.168804,-403.159665,-403.149708,-403.148764,-403.194174,37.144
gdb_70768,CC12CC3(C#N)C1NC23,3.92233,1.3169,1.12286,3.5731,78.69,-0.249,0.0142,0.2632,1087.9226,0.136536,-380.798967,-380.791309,-380.790364,-380.830894,29.798
gdb_15891,CCN1C(C)CC1=O,2.35583,2.01275,1.2147,3.7565,73.58,-0.2385,0.0381,0.2766,1045.4831,0.164886,-365.09866,-365.089871,-365.088926,-365.132412,31.653
gdb_79985,CC12C=CC(C1O)C2O,2.13574,1.70187,1.55272,2.5048,75.78,-0.2353,0.0044,0.2397,1003.8787,0.158729,-422.994878,-422.986494,-422.98555,-423.027039,33.612
gdb_19531,COC1C2OCOC12,3.68497,1.86072,1.7393,1.6878,60.08,-0.2232,0.072,0.2952,823.1856,0.130409,-420.824284,-420.816949,-420.816005,-420.856149,26.458
gdb_36975,C1CC(C1)CCC2CC2,4.83753,0.62158,0.60557,0.1559,93.65,-0.2667,0.0898,0.3566,1973.0132,0.229719,-352.33758,-352.327891,-352.326947,-352.373258,36.564
gdb_72121,CC12CC3CC1C=CC23,2.33589,2.1956,1.69533,0.1304,85.73,-0.2278,0.02,0.2478,934.1147,0.185969,-349.954541,-349.947651,-349.946707,-349.985105,30.127
gdb_28989,c1ccc(c(c1)C#N)O,3.0595,1.51403,1.01282,3.4122,79.08,-0.2447,-0.0516,0.193,1081.3569,0.103525,-399.639536,-399.632408,-399.631464,-399.671112,27.459
gdb_90184,CC1CC23CN4C2C1C34,4.02427,1.49781,1.34994,2.0769,82.35,-0.22,0.0812,0.3011,1016.5429,0.173021,-365.907072,-365.900137,-365.899193,-365.938038,29.161
gdb_101449,COC(C)C1OCC1C,2.19205,1.35212,1.05039,2.0165,82.02,-0.2346,0.0772,0.3118,1293.4509,0.203746,-425.400735,-425.390292,-425.389348,-425.436356,37.714
gdb_44494,N=C1CC2C3NC2C3O1,4.33211,1.42194,1.22687,2.1276,73.64,-0.2518,0.0192,0.271,1005.9644,0.13932,-417.956634,-417.950084,-417.94914,-417.98792,26.595
gdb_88147,OC1CC11NCCC1=O,2.62897,1.4762,1.1125,2.6688,73.49,-0.2154,-0.0168,0.1986,1116.6581,0.147617,-439.082262,-439.073889,-439.072944,-439.115233,32.085
gdb_36737,N#CCCC1COCO1,5.42728,0.7083,0.66646,3.3866,72.56,-0.2703,0.0354,0.3056,1625.5533,0.148326,-439.100033,-439.091214,-439.09027,-439.135096,30.815
gdb_76661,CC1C(CC(N)=O)N1C,2.97582,0.99732,0.88691,2.857,79.31,-0.2267,0.034,0.2607,1394.2346,0.180984,-420.410491,-420.399994,-420.39905,-420.446576,37.86
gdb_46338,N=C1OCC1C#CC#N,4.37232,0.75193,0.67727,5.0455,78.62,-0.289,-0.0544,0.2346,1547.6954,0.0895,-415.584519,-415.576506,-415.575561,-415.618223,28.097
gdb_131221,c1c2c(cno2)[nH]c1O,5.42602,1.26496,1.02581,4.9127,67.27,-0.2005,0.0002,0.2007,1047.1295,0.091336,-452.742578,-452.735695,-452.73475,-452.77367,26.488
gdb_128819,Cc1c(n[nH]n1)COC,3.23626,1.10032,0.8628,1.2221,74.9,-0.2501,0.0027,0.2529,1342.2243,0.148048,-435.266782,-435.25754,-435.256595,-435.301737,32.091
gdb_38548,C1C2CC3C4C=C1C2N34,3.07564,2.24887,1.86405,2.0299,78.78,-0.214,-0.006,0.208,811.7193,0.15201,-364.763227,-364.757497,-364.756553,-364.792825,25.498
gdb_96257,CC1COCC=CCO1,2.36215,1.54222,1.04421,0.8935,80.0,-0.2349,-0.0056,0.2293,1195.619,0.183363,-424.206654,-424.198011,-424.197067,-424.23957,33.691
gdb_127297,Cn1cc2c(n1)nno2,5.38457,1.32779,1.0725,5.32,69.35,-0.2472,-0.0647,0.1826,1032.6268,0.090244,-448.883563,-448.87649,-448.875546,-448.915502,25.714
gdb_64718,NC1(CC#N)CC2OC12,3.91224,1.08867,1.0318,3.0652,71.84,-0.2537,0.0224,0.2761,1169.1179,0.135329,-417.96932,-417.960849,-417.959904,-418.002531,31.816
gdb_74633,CC1=CC2C3CC2(O)C13,2.98754,1.4868,1.34734,1.0435,81.21,-0.207,0.0179,0.225,1051.274,0.159365,-385.845271,-385.837471,-385.836526,-385.877066,31.512
gdb_103304,CCC1(O)C2CC1(C)O2,2.65228,1.30724,1.26528,1.7555,78.58,-0.2477,0.0834,0.3311,1162.2794,0.180543,-424.173662,-424.164453,-424.163508,-424.207272,35.816
gdb_26569,NC1=C(O)OC=NC1=N,2.45185,1.90196,1.07261,4.0095,70.84,-0.1914,-0.027,0.1644,1026.635,0.102137,-470.032549,-470.024506,-470.023562,-470.065108,29.91
gdb_5877,CC(C)(CNC=O)O,3.84443,1.11797,1.08117,3.6017,69.29,-0.2473,0.0343,0.2817,1179.8306,0.163226,-402.234896,-402.225311,-402.224366,-402.26945,34.713
gdb_60934,CC(C=O)C1C2CC1O2,2.91963,1.12456,0.95914,2.2525,76.22,-0.2426,-0.0274,0.2152,1270.5989,0.157461,-422.958848,-422.950131,-422.949186,-422.993368,32.053
gdb_120675,C1CC2(C1)CN2CCO,3.98753,0.83811,0.81559,2.9071,84.09,-0.2365,0.0788,0.3154,1522.9978,0.194223,-404.303376,-404.294127,-404.293183,-404.338049,34.93
gdb_84101,CC1C=C(C)C2(O)CC12,2.5306,1.48782,1.09653,1.2602,84.55,-0.2197,0.0253,0.245,1190.3278,0.181478,-387.095076,-387.085851,-387.084907,-387.128265,35.915
gdb_123536,c1cnnn2c1ccn2,4.14176,1.79498,1.25227,4.7068,74.92,-0.244,-0.0773,0.1667,898.8945,0.093147,-411.784472,-411.778765,-411.77782,-411.814479,22.807
gdb_18069,O=CCC1C2CCN12,4.26317,1.44419,1.3153,2.9359,67.89,-0.2336,-0.025,0.2087,967.3887,0.142264,-363.8172,-363.809728,-363.808784,-363.849871,27.39
gdb_81760,OC1C2CC2(C#C)C1O,3.28447,1.24369,1.07956,2.1048,75.81,-0.2404,0.0295,0.2699,1134.2055,0.133967,-421.759371,-421.750467,-421.749523,-421.792737,33.85
gdb_4429,CC1=C(C)OC(=N)N1,3.4162,1.86183,1.22342,3.8575,70.21,-0.1827,0.0392,0.2219,973.5649,0.129958,-379.964412,-379.95602,-379.955076,-379.997196,30.13
gdb_59053,CC(O)C1=CCOCC1,3.21495,1.017,0.93484,2.6129,81.48,-0.2359,0.0214,0.2574,1357.2356,0.182456,-424.231475,-424.222199,-424.221255,-424.265617,34.96
gdb_111009,COC1C2CC1(C)OC2,2.59385,1.4806,1.17205,1.9169,78.95,-0.2324,0.0887,0.3211,1150.2238,0.182154,-424.198533,-424.189815,-424.188871,-424.231639,33.655
gdb_24947,c1coc2c1OC(=O)C2,4.99655,1.32923,1.05683,3.1692,64.21,-0.2233,-0.0197,0.2036,1027.0687,0.090904,-456.610684,-456.60429,-456.603346,-456.641652,24.661
gdb_96507,CC1COCCNC1=O,2.22524,1.59026,1.17503,2.8783,75.5,-0.2355,0.0269,0.2625,1122.7828,0.172882,-440.320922,-440.312219,-440.311275,-440.354238,32.965
gdb_45400,O=C1NC2CNC12C#C,2.22412,1.80198,1.26116,4.3911,73.27,-0.23,0.0029,0.233,1009.4495,0.11254,-416.755148,-416.747279,-416.746335,-416.787459,30.016
gdb_34967,N#CC1C2OC3CN1C23,3.28415,1.62431,1.55032,4.3855,68.12,-0.2389,-0.0005,0.2384,888.657,0.114431,-416.736646,-416.730149,-416.729204,-416.767618,25.507
gdb_63797,CC1(C)CC2C3CC1N23,2.87737,1.62761,1.45199,1.6072,83.51,-0.2286,0.0791,0.3078,1031.0021,0.196024,-367.192487,-367.184536,-367.183591,-367.22416,32.949
gdb_71316,OC12CC3C1C(C#C)C23,3.4286,1.46546,1.18142,1.7857,79.12,-0.2445,0.0505,0.295,1046.7934,0.134636,-384.577451,-384.569663,-384.568719,-384.609409,31.03
gdb_70308,CC12CC1CC1CN1C2,2.91884,1.50975,1.23308,1.1665,84.88,-0.219,0.0864,0.3055,1111.0742,0.196438,-367.182761,-367.174832,-367.173888,-367.214563,32.851
gdb_81730,OC1C2OC2(C#N)C1=O,3.33277,1.31705,1.0445,4.4092,61.94,-0.2666,-0.0673,0.1994,1063.1488,0.075136,-472.583444,-472.575444,-472.5745,-472.616387,28.126
gdb_23281,CC1=CC2NC1C2=NO,3.04597,1.25017,1.13029,2.2289,78.22,-0.2192,0.0001,0.2194,1146.3111,0.135973,-417.908754,-417.900672,-417.899728,-417.941324,31.047
gdb_78690,CC1C2C3N1C2C3(C)O,4.06423,1.21882,1.12035,2.1968,79.43,-0.2366,0.08,0.3167,1168.582,0.170009,-403.057817,-403.049539,-403.048595,-403.090003,33.204
gdb_72932,CC12CCC1C1OCC21,2.64289,1.69684,1.43759,1.7246,80.87,-0.239,0.0669,0.3059,1022.6406,0.183565,-387.039067,-387.031265,-387.030321,-387.071225,31.498
gdb_92653,CC1OC2CCCOC12,2.68722,1.55552,1.233,1.5461,78.47,-0.2432,0.0869,0.3301,1104.7862,0.184095,-424.223429,-424.215266,-424.214322,-424.256087,31.897
gdb_54603,[O-]C(=O)C12C[NH2+]C1CN2,2.73582,1.57983,1.21839,5.4978,67.92,-0.2324,0.0079,0.2403,1030.2248,0.137753,-455.11645,-455.108727,-455.107783,-455.148892,29.64
gdb_110532,CCN1C2C3CC1C23C,3.50641,1.17803,1.11811,0.699,86.82,-0.2019,0.0863,0.2883,1240.7493,0.194254,-367.150624,-367.141894,-367.14095,-367.183852,34.089
gdb_42083,C1COC2(C1)CN=CO2,3.87111,1.29643,1.26784,2.9081,71.06,-0.2519,0.0263,0.2782,1057.8276,0.150153,-439.117788,-439.110323,-439.109379,-439.150635,28.329
gdb_57220,NC(=O)C(O)C1(O)CC1,2.7262,1.293,1.09356,1.9914,67.94,-0.2442,0.0139,0.258,1158.0945,0.146485,-476.238763,-476.229448,-476.228504,-476.273015,35.331
gdb_14605,C(CC#CC=O)C=O,15.33229,0.5588,0.54838,1.9185,71.0,-0.2663,-0.0677,0.1986,1851.768,0.103531,-382.524927,-382.515777,-382.514833,-382.561633,28.893
gdb_100802,CC(CO)C(O)CC#C,3.88563,0.72752,0.70197,0.8584,81.05,-0.2555,0.0489,0.3044,1666.613,0.178474,-424.185049,-424.173746,-424.172802,-424.221749,40.425
gdb_91299,CC1CC2OC(C#C)C12,2.38103,1.64209,1.16577,1.8193,80.67,-0.2424,0.0201,0.2624,1103.2954,0.158295,-385.81722,-385.808723,-385.807779,-385.850559,32.724
gdb_108894,OCC1=CC(NC1)C#N,3.11066,1.02482,0.86037,4.7323,75.37,-0.2381,0.0015,0.2396,1336.2619,0.13648,-418.008706,-417.99979,-417.998846,-418.04299,31.834
gdb_95741,CC1OCCC(=C1)C#C,3.03838,1.15389,0.88246,0.6336,88.45,-0.2299,-0.0188,0.2111,1325.0538,0.1586,-385.874513,-385.865704,-385.86476,-385.907855,33.753
gdb_18378,C1C2CC=CC=CC12,2.96363,2.47061,1.64349,0.5886,79.36,-0.2042,-0.0194,0.1848,835.8695,0.156863,-310.668302,-310.661587,-310.660643,-310.699005,27.044
gdb_50560,C1CC12CCN(C2)C=O,4.22637,1.00516,0.91033,4.2549,81.03,-0.2356,0.0287,0.2642,1319.5805,0.172517,-403.173723,-403.16528,-403.164336,-403.207432,31.801
gdb_97484,C1CC1C#CC#CCO,8.66826,0.43431,0.42682,1.2318,102.32,-0.2245,-0.0126,0.2119,2514.2091,0.134384,-384.620019,-384.610176,-384.609232,-384.657169,33.925
gdb_68754,CC12CC1(O)C(=O)CC2,2.37447,1.72854,1.23891,2.7053,76.41,-0.237,-0.019,0.218,1062.7909,0.15856,-423.055427,-423.046796,-423.045852,-423.088218,33.499
gdb_123752,C1CC(N1)C1=NC=NO1,5.06142,1.04713,0.99918,2.8253,70.7,-0.2439,-0.0284,0.2155,1199.0316,0.126988,-434.04041,-434.033111,-434.032167,-434.073424,26.55
gdb_41718,C1CC2C3CC1C2CO3,3.17014,1.6767,1.65857,1.6493,79.56,-0.2346,0.0808,0.3153,942.1698,0.188173,-387.116221,-387.109819,-387.108875,-387.146575,27.922
gdb_120073,CCOC1C2C3CN2C13,5.71724,0.88525,0.87348,1.4929,80.58,-0.2326,0.0732,0.3057,1419.2171,0.170644,-403.037098,-403.028861,-403.027917,-403.070689,31.072
gdb_31294,CCc1c(ocn1)C#N,2.16845,1.75651,0.98213,2.9029,74.39,-0.2626,-0.0507,0.2118,1137.1714,0.113522,-416.859716,-416.851631,-416.850687,-416.893488,28.773
gdb_106577,CCC12CC(C=C1)C2C,2.56883,1.39757,1.22245,0.2203,89.86,-0.2207,0.0157,0.2364,1189.9815,0.206131,-351.133371,-351.124524,-351.12358,-351.166424,35.425
gdb_85606,CC1CC(=O)COC=N1,2.29471,1.58547,1.00089,1.214,73.64,-0.2481,-0.031,0.2171,1172.7978,0.147297,-439.103197,-439.094625,-439.093681,-439.136821,31.626
gdb_54074,NC(=O)C(CC=O)C#N,2.40862,1.10399,0.7869,3.4723,67.75,-0.2685,-0.0412,0.2272,1357.7993,0.110346,-453.998192,-453.98864,-453.987696,-454.034101,32.68
gdb_132504,Cc1ccc(c(c1)F)N,3.07736,1.29823,0.91909,1.4218,81.4,-0.1981,0.0047,0.2028,1229.4955,0.136241,-426.048993,-426.040571,-426.039627,-426.082305,32.064
gdb_60894,OC(C=O)C12CC(C1)O2,3.36858,1.21768,1.08648,1.6725,69.05,-0.2484,-0.0423,0.2061,1131.552,0.134111,-458.895474,-458.887311,-458.886367,-458.9289,30.563
gdb_48210,O=CC(C1CN1)C1CO1,2.67671,1.24394,0.97699,3.1753,72.86,-0.241,-0.0486,0.1924,1227.8072,0.146455,-439.030381,-439.021424,-439.02048,-439.065049,31.688
gdb_58549,CC(O)C1(O)CCC1=O,2.05103,1.51886,1.35703,0.8053,71.15,-0.2431,-0.0329,0.2102,1089.8958,0.155742,-460.167296,-460.157306,-460.156362,-460.202216,36.612
gdb_126309,CCc1cc(no1)OC,5.64858,0.8523,0.78645,1.7066,76.38,-0.2427,0.0046,0.2473,1494.2649,0.147042,-439.086021,-439.076961,-439.076017,-439.120594,32.236
gdb_59213,CC(C)C1C2CCC1O2,2.80601,1.23833,1.14744,1.815,84.01,-0.2403,0.0751,0.3154,1231.2117,0.206837,-388.279467,-388.270692,-388.269748,-388.312815,34.556
gdb_45740,C1C2(CO1)C(=O)NC=N2,2.95193,1.63283,1.23948,4.0841,66.11,-0.2533,-0.0341,0.2193,979.71,0.114231,-453.964235,-453.956856,-453.955912,-453.996601,27.14
gdb_37824,C1C2C3CC22OCOC132,3.01727,2.00959,1.77703,0.7345,71.22,-0.2566,0.0675,0.3241,841.7595,0.137251,-421.716807,-421.710344,-421.7094,-421.747654,26.436
gdb_14093,CC1CC11COC1C,3.18062,1.58796,1.41872,1.8124,75.12,-0.2379,0.0797,0.3175,1008.5704,0.175938,-348.978513,-348.969964,-348.96902,-349.011359,31.953
gdb_112934,CCC1CC(O1)C#CC,5.26393,0.6479,0.61521,1.6315,89.63,-0.2411,0.0332,0.2743,1910.5559,0.180291,-387.057235,-387.046692,-387.045748,-387.095532,36.425
gdb_32397,c1c(c[nH]c1C#N)CO,6.29274,0.82546,0.74334,3.2829,77.96,-0.2324,-0.0263,0.2061,1430.7818,0.114438,-416.855934,-416.847711,-416.846767,-416.889398,29.857
gdb_62968,CC1(O)C2OC2C11CO1,2.15788,1.8784,1.43737,1.7111,67.79,-0.2494,0.0571,0.3065,977.1053,0.132904,-458.88615,-458.877775,-458.876831,-458.918619,32.22
gdb_91702,CC1CC2CC1C=CC2,2.45168,1.66237,1.46354,0.2459,89.0,-0.2328,0.0269,0.2597,1064.1162,0.209908,-351.190805,-351.183109,-351.182165,-351.222443,32.367
gdb_128907,c1c(con1)CCC#N,6.80909,0.6988,0.66353,1.2686,71.41,-0.2739,-0.0263,0.2476,1576.0065,0.113558,-416.816654,-416.808637,-416.807693,-416.850799,28.088
gdb_67996,CC12OC(=N)C3CC1C23,2.82638,1.83136,1.32834,3.2078,76.65,-0.2419,0.0272,0.2692,988.2327,0.149301,-401.941245,-401.934037,-401.933093,-401.972523,29.307
gdb_119875,CCCC1=CCOC1C,3.00484,0.92621,0.78454,1.7151,89.2,-0.2236,0.0247,0.2483,1572.4279,0.204899,-388.309501,-388.299411,-388.298467,-388.345358,36.729
gdb_3781,CNc1cnn[nH]1,7.88933,1.994,1.61143,5.6746,56.06,-0.2145,0.015,0.2295,730.9188,0.103946,-336.802871,-336.796432,-336.795488,-336.833246,23.012
gdb_115921,CCC1OCC2CC2O1,3.67151,1.16797,0.98181,1.5789,78.62,-0.2465,0.0873,0.3337,1275.0967,0.183226,-424.220432,-424.211896,-424.210952,-424.253665,32.953
gdb_84761,OC1C=CNC(=O)C=C1,3.15837,1.27807,0.96142,2.2465,76.25,-0.2288,-0.05,0.1788,1173.1295,0.126578,-437.918749,-437.910881,-437.909937,-437.951679,29.864
gdb_95932,OC1CCCC1(O)C#C,2.16291,1.50697,1.21619,0.8484,76.82,-0.2495,0.0271,0.2766,1123.2195,0.158193,-423.001945,-422.992699,-422.991755,-423.036136,35.311
gdb_82236,CC1C2CC2C2OCC12,2.34797,1.90988,1.36708,1.9183,79.93,-0.2418,0.0719,0.3137,1026.335,0.18489,-387.069981,-387.06231,-387.061366,-387.101942,31.034
gdb_8028,OC12COC1C(=O)C2,3.47625,2.00758,1.55816,4.0112,57.72,-0.2391,-0.0391,0.2001,807.8638,0.105516,-419.642521,-419.635389,-419.634445,-419.673957,26.482
gdb_129616,c1c(c([nH]n1)CC#N)N,3.17763,1.27199,0.97615,1.9765,71.81,-0.207,0.0069,0.2139,1150.7029,0.114851,-413.014816,-413.006453,-413.005509,-413.048453,30.204
gdb_114003,CCC1NC1CNC=O,5.01703,0.62811,0.60729,3.6542,82.22,-0.2447,0.0355,0.2802,1884.3997,0.182613,-420.41222,-420.402069,-420.401124,-420.449207,35.742
gdb_92082,CC1CC2CC2OC1C,2.44548,1.52846,1.22527,1.2871,84.73,-0.2384,0.0772,0.3156,1156.6622,0.206641,-388.289302,-388.280401,-388.279456,-388.322262,35.37
gdb_33885,N#CC12CN1C1CC2C1,3.3802,1.56687,1.35022,4.8408,76.48,-0.2596,0.0156,0.2753,969.7943,0.138817,-380.826345,-380.819679,-380.818735,-380.857253,27.47
gdb_76973,CC1C(C=O)C1N1CC1,2.2815,1.23326,0.94035,3.9963,82.16,-0.2347,-0.0119,0.2228,1314.8473,0.169357,-403.111433,-403.102067,-403.101123,-403.146158,34.151
gdb_29183,CC1=CC(=N)OC=C1O,3.08105,1.38288,0.9601,3.889,78.56,-0.1978,-0.0397,0.1581,1169.7216,0.124207,-437.919333,-437.911113,-437.910169,-437.951925,31.341
gdb_88903,OC1CC1CC#CC#N,6.04788,0.58379,0.55977,5.9393,83.73,-0.2748,-0.0333,0.2415,1875.5841,0.123338,-400.716942,-400.707838,-400.706894,-400.751921,32.462
gdb_114061,CCC1CC2(C)CC12O,2.76937,1.12173,0.94839,1.0667,86.46,-0.2343,0.0791,0.3134,1381.9796,0.203969,-388.272314,-388.262208,-388.261264,-388.306877,38.334
gdb_56454,CC(C#C)C(=O)CC#C,2.01207,1.24011,0.99914,1.8917,79.84,-0.2452,-0.0297,0.2155,1279.4941,0.131071,-384.639784,-384.629528,-384.628584,-384.676365,36.466
gdb_25720,CC(=O)c1c(nc[nH]1)N,2.76191,1.54497,0.99752,3.546,76.86,-0.1982,-0.0291,0.1691,1131.1412,0.125325,-434.141095,-434.132534,-434.131589,-434.174334,31.667
gdb_86535,CC(C)(C)C1CC(O)C1,3.02492,0.932,0.89085,1.3469,88.85,-0.2526,0.076,0.3287,1485.6928,0.226825,-389.489617,-389.478968,-389.478024,-389.524853,41.025
gdb_7458,CC(C)C(O)C(C)O,2.97598,1.34793,1.16793,2.2745,74.45,-0.2551,0.0619,0.3169,1170.0843,0.197571,-387.349822,-387.339471,-387.338527,-387.384699,38.198
gdb_133391,NC1=NOC=C(F)C1=N,2.44979,1.8048,1.03965,0.5821,67.11,-0.2247,-0.0505,0.1741,1025.4553,0.089312,-494.005362,-493.9979,-493.996955,-494.037193,28.535
gdb_81066,CC1C2CC1(C2)N1CC1,2.67834,1.46999,1.17584,1.0259,86.85,-0.2278,0.089,0.3167,1156.3712,0.195075,-367.133342,-367.12499,-367.124046,-367.166204,33.302
gdb_111777,CCC1C2COC1C2=O,2.97839,1.25808,1.12001,2.8814,75.49,-0.2261,-0.0193,0.2068,1171.5061,0.159595,-423.013282,-423.00507,-423.004126,-423.046327,31.232
gdb_19704,OC1C2C3C=CC2C13,5.69568,1.83024,1.66188,1.3564,68.27,-0.2175,0.0084,0.2259,790.2632,0.132032,-346.539877,-346.533848,-346.532904,-346.56956,25.127
gdb_87685,CC1CC11CN(C)C1=O,3.03031,1.1523,0.97174,3.5301,83.18,-0.2377,0.0372,0.275,1306.7242,0.170228,-403.163753,-403.154226,-403.153282,-403.198292,34.322
gdb_81594,OC1C2CC1N2C1CC1,4.93387,1.01377,0.97707,0.9595,80.01,-0.203,0.0742,0.2773,1269.6595,0.17088,-403.039334,-403.031189,-403.030244,-403.072159,32.332
gdb_51834,N=COC1CCOC1=O,2.88019,1.24299,1.0001,3.5736,67.32,-0.2617,-0.0151,0.2466,1185.2745,0.124843,-475.056808,-475.048539,-475.047595,-475.090732,29.189
gdb_74623,CC1=CC2C3NC1C23O,3.00228,1.44654,1.39352,1.2914,77.09,-0.2117,0.017,0.2287,1028.8909,0.148229,-401.894019,-401.88632,-401.885376,-401.925704,31.041
gdb_119339,CCCC12C3CC1OC23,3.89338,0.95913,0.91599,1.8936,82.29,-0.2248,0.084,0.3087,1399.993,0.182547,-387.028257,-387.019753,-387.018809,-387.061983,32.562
gdb_38445,C1C2CC3(CCOC3)N12,3.56303,1.32286,1.2433,2.0844,77.74,-0.2364,0.0797,0.3162,1086.0473,0.172822,-403.10367,-403.095997,-403.095053,-403.136632,30.106
gdb_57198,CC(=O)C(O)C1(C)CC1,2.38253,1.29789,1.09555,2.8099,78.53,-0.2575,-0.0265,0.2309,1224.8864,0.179537,-424.239522,-424.229381,-424.228436,-424.274535,37.607
gdb_112380,COC1CC(=N)NC1=O,3.29577,1.20776,0.91563,0.8842,72.75,-0.2451,-0.0132,0.2319,1242.8364,0.136578,-455.189307,-455.180716,-455.179772,-455.223322,31.18
gdb_97139,CN=C1OCC2(O)CC12,4.02055,1.11013,1.00149,3.3223,76.14,-0.2397,0.0269,0.2666,1228.0957,0.147126,-439.081659,-439.07297,-439.072026,-439.115151,32.329
gdb_60663,CC(N=C(N)C#N)C#N,3.2122,0.88689,0.77701,6.5776,75.46,-0.2833,-0.0599,0.2234,1430.6183,0.111242,-413.007729,-412.998125,-412.997181,-413.042718,33.648
gdb_74289,CC1=CC(C)(CC1)C#N,2.60892,1.16483,1.10544,4.2906,86.07,-0.2519,0.0034,0.2553,1256.0796,0.170615,-366.057217,-366.047904,-366.04696,-366.091121,34.868
gdb_11439,OCC1CCC(=O)O1,3.52987,1.60097,1.23594,3.751,60.34,-0.2716,0.0065,0.2781,968.9881,0.131385,-420.923779,-420.916268,-420.915324,-420.956091,27.472
gdb_55990,NC(=O)NC1CCC1=O,3.39848,0.95051,0.83163,2.9964,71.44,-0.2435,-0.0242,0.2194,1386.0965,0.135681,-455.19208,-455.183046,-455.182102,-455.226935,32.88
gdb_45749,O=C1CC=CC1C1CN1,2.73506,1.42093,1.10153,3.5767,76.84,-0.2394,-0.0224,0.2169,1129.8287,0.148501,-401.945522,-401.937538,-401.936594,-401.978804,30.166
gdb_125140,Cc1cnoc1C2CC2,2.9043,1.33791,0.99329,3.2758,80.69,-0.2295,-0.0029,0.2266,1213.1166,0.148016,-401.942419,-401.934007,-401.933062,-401.976494,30.737
gdb_21277,COc1ncnnn1,5.59799,1.74954,1.34426,2.5155,58.47,-0.2544,-0.0887,0.1657,842.67,0.084594,-410.815978,-410.80939,-410.808446,-410.847031,22.942
gdb_102720,CCC(CN1CC1)C#C,2.63384,0.95867,0.74614,1.1865,89.28,-0.2366,0.0576,0.2942,1574.9084,0.192141,-367.149293,-367.138991,-367.138047,-367.185028,37.803
gdb_101775,CC(CO)OCC(N)=O,2.70415,1.12584,0.90341,4.1511,73.05,-0.2337,0.0054,0.2391,1336.533,0.169679,-477.443542,-477.433324,-477.432379,-477.479457,36.937
gdb_110678,OCC1C2C3OCC1C23,3.02303,1.49774,1.3333,0.7937,73.33,-0.2239,0.0715,0.2954,1021.5458,0.161297,-422.984058,-422.976597,-422.975653,-423.015971,29.743
gdb_74371,NC1=NC(CCO1)C#C,2.78886,1.34338,1.10735,2.1609,75.71,-0.2273,0.0437,0.271,1132.5676,0.137072,-417.994828,-417.986455,-417.98551,-418.027756,32.185
gdb_116370,COC1CCCN=CO1,3.17411,1.21468,0.97556,2.0527,77.57,-0.2425,0.0239,0.2664,1259.0737,0.171523,-440.285294,-440.276303,-440.275358,-440.319846,32.758
gdb_85772,CC1CN(C(N)=N)C1=O,3.03024,1.24386,0.93837,0.5499,76.66,-0.2339,-0.0037,0.2303,1254.3577,0.148303,-435.313467,-435.304351,-435.303407,-435.347471,33.542
gdb_50166,O=CC1CC23CC(C2)N13,3.28586,1.5315,1.29677,2.404,78.36,-0.2161,-0.0276,0.1885,1008.832,0.147033,-401.814019,-401.806656,-401.805711,-401.845874,29.298
gdb_46023,C1C(=CNC(=O)N1)C#N,5.22189,1.01406,0.85618,1.8173,73.55,-0.2386,-0.0445,0.1942,1233.8482,0.103916,-432.940691,-432.932851,-432.931907,-432.973811,28.255
gdb_120731,CC(O)C1CC1CCO,3.02486,0.74909,0.66131,2.5474,82.89,-0.2562,0.0764,0.3326,1776.0078,0.203524,-425.406886,-425.395882,-425.394937,-425.443756,39.711
gdb_15178,OCCC#CC1CN1,8.53224,0.648,0.62922,2.4943,75.52,-0.2316,0.0366,0.2682,1738.5231,0.141553,-363.798803,-363.78971,-363.788766,-363.834496,31.055
gdb_127316,Cn1ccc(n1)OC=O,4.56854,0.95335,0.80192,5.9442,70.7,-0.2451,-0.004,0.2411,1356.704,0.112721,-453.984266,-453.975886,-453.974942,-454.018669,28.856
